# Directed graph (each unordered pair of nodes is saved once): roadNet-PA.txt 
# Pennsylvania road network
# Nodes: 1088092 Edges: 3083796
# FromNodeId	ToNodeId
363176	363175
568237	568236
969584	970994
916029	916474
39563	39559
20409	20422
481452	481772
59064	65202
420969	420970
377130	373603
325387	325386
726679	726678
119022	119021
408924	408926
860900	858658
181289	181288
575245	575324
104909	104908
380852	380851
1061742	1061700
703500	703496
544757	541048
370221	370247
855319	867506
851008	851007
428648	428660
726692	726828
105544	105876
966471	966475
1050287	475976
357925	781592
783088	783090
380413	380637
668023	668022
590825	604418
720884	720885
1025373	1025374
762396	762409
749452	741331
787971	787427
597387	597386
641178	640065
578441	578443
983310	983311
731179	730784
422953	422952
422509	422513
736948	736947
3519	2935
986032	985810
1076888	1076886
73683	73687
960759	960758
715113	721360
690865	690866
620901	620959
144678	144688
1090452	1081149
8897	8898
367402	367403
616454	616458
266959	266960
1010805	1010806
976724	976601
705946	705945
492504	492503
821074	821580
392345	392350
879445	881262
504957	504955
757684	757682
518049	518483
228350	228353
774581	775656
217666	217668
389995	389994
509117	509118
726138	728483
443783	443778
821913	822190
525794	525793
300878	300875
94488	94489
1051918	1051919
176164	176465
230736	230434
347432	347655
1080714	1080713
821041	821047
1000587	979111
630139	630865
473734	473519
140350	140314
84232	92720
473006	472967
594455	594445
296118	296324
125380	125381
616773	616843
485982	485983
664838	664837
618668	619442
916019	916016
549998	549997
80408	85595
74272	72743
883845	883846
777395	777398
249632	249776
292362	284581
588006	605657
664932	664870
639307	639313
1010396	1010397
477718	477757
1043536	1043599
840353	840351
1073307	1073275
737875	737873
934144	934129
1002815	1002808
438347	439041
457016	456837
878897	896091
1029200	1029201
508211	508021
357661	357660
626401	626400
658641	658643
382510	382508
981993	981992
500362	488572
405434	405464
316280	316288
189288	189301
905120	905121
16089	15819
847181	847177
716774	716327
859233	859678
28822	28823
380202	379928
423332	423377
288205	288206
292058	292065
1025809	1025808
733062	733096
392632	392631
930273	929979
72384	72366
527577	527578
138225	138229
953501	953232
517930	517929
953861	953932
995474	992728
673518	673517
431482	431483
772882	772881
236118	236117
350859	345681
965926	965924
854388	833814
875118	875115
841816	841815
822956	822790
146382	146395
105767	105772
923938	923937
399394	399392
638483	638482
465992	465973
78345	78346
1087046	1087048
850534	850535
96054	96055
87803	87801
16011	16010
713495	711307
378499	378501
973676	973672
1039989	1037325
807542	807531
946019	946032
713232	713233
169347	169337
1024038	1024037
839519	839617
833181	833178
233129	233127
58886	58538
9430	9438
1044149	1044148
1022130	1022129
999229	999157
32883	32839
401794	401796
1083792	1083769
371686	371847
727286	727287
285594	286318
236	227
549832	549828
882354	889432
525293	525291
508488	511867
440108	439650
546116	546139
546213	546212
805030	804995
54384	54383
92494	92497
1062132	1061069
121515	121514
463335	463336
373046	373389
596816	596824
693725	694873
186452	186502
1056987	1056988
981634	981633
777391	777392
735606	735603
192266	192303
885408	884659
674412	674411
930915	930819
348414	348416
178889	178890
375518	382366
466463	467360
697726	697716
777236	777233
66832	66826
15212	15629
379228	379229
1027261	1027166
132907	132921
162404	162393
571987	572019
1068594	1068603
481395	481205
337338	337339
108372	108378
555969	555970
659838	659837
937912	937914
583642	583643
516883	516884
609584	615980
355799	355800
190465	190466
200458	200459
207249	207250
713907	713655
846661	846665
849659	849662
868889	868891
544747	541011
883747	883743
794298	794295
949040	949038
639184	639182
1040856	1040740
440591	440585
852049	852047
418868	418874
941051	941045
1007022	1007020
966876	958322
140194	140244
1072757	1072750
16403	16404
876196	875948
791097	791196
1081323	1081321
470071	470076
15348	15349
10348	10747
984338	978495
549340	549364
10295	10294
159595	160097
144595	144608
906591	906829
1089766	1089135
107307	107304
733497	734216
56149	57097
574735	574734
423402	423353
394838	394837
874407	874412
873975	873815
122301	121976
614019	614020
301364	293892
110185	96726
915748	915749
630747	630734
197532	205987
969181	969178
466194	465782
842943	842941
833533	833564
132589	132590
455602	455604
120617	120521
867472	867471
217523	217522
219101	219650
754135	754130
732740	732739
495370	494896
207716	207717
896444	887008
212072	212071
499099	496310
839876	839873
427257	427258
300030	309034
760774	760908
810757	810764
422535	422531
881319	881512
1010444	1010443
781598	783657
1043250	1043251
315234	315235
799183	799184
201735	201746
28044	28161
1040738	1040734
345935	345858
195725	213382
277537	277527
128944	128943
620337	620361
523450	519925
67153	67492
641014	641016
670556	670557
75272	75276
548993	549077
642465	642466
982430	982401
8312	7191
349044	350144
788156	788159
907041	907079
232832	232835
25003	24999
624940	624959
844966	835502
171585	171586
1046119	1046118
986728	982785
419094	419100
802351	802352
654590	654591
1086363	1086580
475782	475786
448375	448374
418748	418743
90926	90924
831404	831402
16973	16974
436751	437062
89346	89345
787591	787592
714838	715072
1050782	1050783
648365	648379
146473	146478
261196	262840
621771	621772
765275	765273
1082698	1082632
689022	689039
122386	122006
1020693	1020692
438024	438026
130087	133455
643258	643259
603417	584063
652783	652782
908315	908314
810531	811991
145989	145962
557073	557071
874074	874075
114237	112564
396790	397618
938066	938065
237493	237542
1074014	1074013
670646	670613
398170	398200
304260	304184
864689	864680
135046	135042
772197	772184
734675	734677
1069876	1069870
1068879	1060318
684255	684321
1011792	1012806
495065	495080
961579	961581
522434	522441
490179	490200
526062	526063
181813	181812
205231	205233
133673	133667
1001171	1001170
367470	367797
720195	720183
818769	819086
611824	611839
112228	500568
392376	392392
644218	644247
126376	126375
919951	920302
822760	822945
135155	136239
103321	103322
1068720	1068714
415575	415567
873420	701689
386209	386208
267139	267140
763887	763888
165235	165236
984502	984483
1065966	1065981
248731	248727
464648	469317
320963	320821
71125	71002
356848	357028
627494	621792
761369	761368
326867	326870
757854	757855
146240	156147
812516	812515
477766	477759
718786	718795
909018	910743
517706	517758
49684	49685
242530	242439
141515	141514
657364	673160
570511	570400
599257	599254
1005769	1009454
622963	622993
504600	504599
1016398	1016439
485529	485298
498762	490194
983	10707
369486	368835
330278	330288
894475	894478
793097	793096
528878	528877
110508	121821
857488	857483
191207	191194
489921	498804
333866	333818
268773	268772
976497	976258
321686	321684
943095	943094
737629	746363
367180	367570
243171	243172
678232	674913
251687	251682
936102	936103
75079	67438
699838	699833
497564	497565
20423	20405
925122	925286
1036923	1036924
369144	369143
775063	775060
240332	240336
1077066	1077065
581928	581919
398338	398479
829048	839967
111088	111104
705117	705115
758757	758758
242953	242942
484836	484837
333364	333363
715156	715377
466360	467009
1074171	1074169
285217	299929
430483	430490
134812	134807
765921	765924
813358	813333
1046678	1046679
593480	593481
55107	55108
981331	981329
196457	196456
648810	648809
472683	479110
606615	610225
603339	603343
27982	27981
226737	226740
701442	701317
126655	126640
742797	742375
458330	458328
412162	412160
729410	722959
1075579	1075527
106890	106873
365653	355711
917896	917895
939851	940190
479354	460455
1023185	1023184
945256	945360
210897	210896
142185	142188
861108	861107
727041	727049
948112	947940
552012	552010
679551	679552
1073592	1086426
518361	518406
436461	436460
228895	229242
436406	442271
208293	208102
146389	146377
631008	632349
930108	930106
427712	427760
523277	523259
186103	650616
631269	631361
646142	645782
827491	827808
517264	517262
730482	730727
629151	629152
636947	636929
1051780	1051781
362709	362768
2844	2846
794815	794816
221600	222682
596572	601781
713497	713681
1007222	1007215
84837	84838
287029	287026
809275	816062
532098	532143
424149	423864
347191	347192
216961	216959
192848	192849
44491	44479
979221	979218
847873	847919
570308	570320
496546	496795
468732	468764
1060766	1060778
873620	873619
650176	650177
1082594	1082608
119691	119689
576489	576490
49833	49832
776771	776780
250711	250738
205907	216926
830788	833478
33235	32822
975167	975338
878838	878789
990883	990884
171373	171375
636379	636432
908271	908273
696884	691071
359486	359571
360794	359920
606293	606613
812195	812202
429424	429423
461484	461475
874263	874265
965510	965497
781750	783320
498919	486385
242655	242653
808041	808957
164127	164182
273553	273552
545453	549187
545019	528607
361261	361256
21706	21705
260671	745643
719585	719660
714812	721449
970583	970582
625177	625163
684626	684627
715726	715874
1069582	1069580
285061	285060
431881	431897
162658	162657
214457	214452
756404	756403
1032203	1052088
143805	143807
444896	444897
700345	700346
118073	118072
1015688	1015689
843537	843515
276250	276249
668332	668336
1050852	1043724
698009	697996
1059815	1060378
1087074	1074810
704922	704923
57547	57546
971601	971610
1078177	1078180
678985	679011
39565	46456
586920	585736
950064	950062
415858	415860
407833	407834
356525	356201
869613	869695
898503	898491
264987	264988
546776	546773
518844	518843
450467	450473
536966	536965
745004	745117
830207	830204
1072994	1078955
248321	248319
277157	277159
684526	684531
941360	950011
943560	943559
1020481	1020453
620831	620829
827101	827106
611101	611107
215728	214483
225908	225905
609459	608052
922938	923344
847115	847114
849569	850181
257084	257083
476076	460697
537044	537147
390638	390648
854956	850007
549663	549661
453850	453851
305376	305386
421306	421405
496235	496229
937622	937618
58136	58162
71432	71450
332774	332777
53474	53473
622555	622572
507295	507294
852803	852808
9338	9304
1047664	1047677
368107	368111
870718	870719
734362	734361
939025	938871
864202	864250
61331	61334
514458	514459
737018	736996
106038	106045
714054	713929
1074865	1074867
768892	768891
1070398	1070396
943471	943469
596067	597929
834869	843548
794553	794555
912924	912923
870135	870134
797633	797630
679389	679393
575318	580031
454024	457738
845677	845621
246841	254440
717950	717948
447872	447896
1025492	1025493
261127	261126
163388	163357
982895	982896
318106	318550
898037	898012
988041	988071
349215	349213
613813	614995
1058993	1059000
631034	631035
330774	330212
529398	529437
691607	695672
695583	689510
100425	100506
493347	493343
220024	219489
250953	250744
239826	239824
384470	391639
705262	707954
301855	303709
81007	85349
104708	104715
24979	25047
608494	608496
256020	255960
288287	288289
661297	661306
346977	346986
545918	545922
911685	907352
349733	349730
143267	143270
536442	536573
143573	143535
996079	979795
271761	271762
277394	277391
490150	490142
771198	771200
644487	643071
574695	574703
851138	851143
663879	663878
207200	207145
832359	832358
264263	264264
74292	74291
411804	411803
538873	528762
4443	3800
578855	578854
600009	600010
940058	940177
488803	488802
698331	698804
732255	732256
497335	493594
146556	146564
994573	994576
902629	902628
476256	476230
797042	797204
100007	99999
394021	384191
1006512	1006772
289976	289975
177584	177583
181099	181100
576653	576655
633008	632996
1012853	1012854
780840	780842
493445	493447
89909	89910
925181	925182
961539	960398
992013	991028
706230	706229
666491	666492
119503	120278
122616	118464
319607	319613
827322	829126
919032	919030
80079	80078
11299	11300
906022	920581
614242	614244
332805	332925
1050901	1033764
435998	436000
263495	262047
237419	237403
333209	332202
1025943	1026802
715559	715560
452833	453197
589115	589114
973953	973151
270146	270145
895443	895445
120785	120011
265687	265685
213077	201950
601125	599348
831362	831360
481003	480764
147936	147950
208514	208513
890677	890564
489805	491296
619247	619248
574530	574545
420047	420046
599171	583431
824610	824611
1324	1320
835568	835572
1045462	1045463
913533	913425
605176	598340
571511	571513
672084	672080
940265	947994
422918	422938
128032	155668
740816	740810
241480	241483
771372	771351
62804	62803
216893	216891
480278	459810
34933	14369
183418	183416
78163	78159
236506	236511
565831	566037
88060	88053
66117	66116
16202	16201
284560	284644
974190	974402
297524	297482
1057712	1057711
795456	795455
844342	844344
686552	686538
491073	490770
449251	449252
745205	745207
707903	705133
891110	891111
10070	10074
146485	131046
509449	509183
713255	712938
836340	836344
1010854	1010852
610818	610819
372729	372727
550745	551402
723480	723458
521560	521559
23347	23330
961848	961627
446306	446335
236116	236115
667491	667492
534594	534573
404336	404341
362988	362986
729653	729665
682388	682325
417417	415111
27905	27908
130354	154058
710775	710774
474198	474197
94362	94367
148682	148683
406609	406553
393541	393540
100416	100556
660796	660797
172533	172304
27377	27359
547848	547865
129755	129873
953361	951559
392608	392610
367391	367003
628708	628714
296979	296983
448319	448315
212511	212503
1054594	1054595
137249	137244
476050	480301
183401	180613
135283	135271
25722	23467
992560	992561
675506	674100
487315	486609
216509	202656
30954	30952
1077947	1077946
960564	960567
486908	486910
1005182	1005731
683714	683710
14450	14451
577787	577819
764106	763914
207840	207842
464008	464007
884552	884554
323072	323071
982306	982410
558029	558088
399297	399294
208365	208359
549815	549692
979796	979798
232206	232204
142884	142885
986203	986172
733222	733221
801365	790115
633401	650023
575583	575592
788785	789907
473407	473408
273844	273845
840314	840312
944744	944758
814190	814199
1076380	1076377
361671	361673
1008050	1007883
942069	942094
590089	590090
582645	582638
862694	862696
39784	39783
425118	425127
188296	188297
562724	557849
173145	173146
366534	366506
190152	190151
477064	477093
908153	908155
913564	913566
941093	940835
151930	151927
228768	228767
400030	399939
71692	61949
1073247	1073248
736439	736440
913715	913714
901168	901169
915191	910793
939490	939498
975570	975569
644241	644234
443770	443761
183857	176871
220548	220451
846167	846164
641990	641967
686038	686128
24037	24030
1003061	1003065
562060	562058
502231	504249
767184	766968
998196	998197
469541	469542
343479	339223
16716	16713
436095	439769
125886	125849
146520	146755
688464	688479
424587	424610
215889	215891
819879	819869
523267	523271
762311	778092
332683	332680
389255	389301
993154	993128
1071982	1071978
539306	539606
941313	941308
807643	807645
632386	632385
807308	807046
257605	257598
955880	955881
460444	460474
624788	624787
738346	746841
49382	49267
362594	362595
518933	519891
682766	682767
631469	631470
570446	570520
732961	732957
624176	624287
825909	825908
313083	313084
402548	402543
244600	244627
631372	631214
289084	289082
934547	934433
593504	592367
99855	99854
832748	832744
240230	240194
261508	261509
133785	133797
335870	344977
1024548	1024549
1081575	1081635
492733	492736
220127	220117
37597	37596
179727	179726
411120	411284
1034810	1034802
706005	705967
1073618	1073064
841340	841324
1068402	1068943
421068	421072
534275	534297
786921	786918
586167	586166
620838	620840
692613	692614
811367	811767
348762	348763
806646	806645
330410	330132
445088	444535
568111	568110
423728	423732
407709	414279
263365	263366
1068693	1069029
1070030	1070029
150405	150408
454116	454115
87627	87470
778359	758226
164885	164888
706357	706358
74774	74773
662798	662797
392941	392944
230763	229923
837228	837772
1044911	1044894
281660	269033
97571	97570
605814	605815
355593	355400
220832	220793
824943	826767
873695	873690
743655	743667
565882	565916
637461	637460
941721	941723
415403	415402
233508	233511
955760	955837
653765	653809
915913	915917
782567	783221
19027	19026
1059594	1059607
929028	929037
397414	397415
149383	149382
960416	960415
802108	785923
22570	23127
600034	599937
72666	72795
639721	639722
318285	317848
549263	549715
428438	428426
388068	388064
430735	430737
1058452	1058451
641344	641343
668158	668157
486396	486057
664100	663985
939018	939000
74643	74506
954260	954261
670382	670365
488721	488723
811596	811914
832345	831938
123056	115580
392795	392794
639763	639760
74619	74618
475902	475901
61363	77122
745155	745157
195221	195214
806812	806810
943442	943784
392769	392603
445689	445675
656087	674944
282089	276032
529453	529452
1052461	1052462
819457	819456
499538	499537
854689	854690
210731	193977
340405	340396
599307	599316
78582	78585
306507	306573
261492	261491
1075081	1066818
206664	206677
496262	496304
339541	339539
847221	847296
571390	571396
769781	769784
673239	673137
176332	176312
772925	763883
328600	328599
177376	177380
525845	525844
728153	728166
384061	383684
699573	699574
405791	405790
332716	332921
507600	507390
1002496	1002497
646304	646335
161878	161860
393524	393525
558910	558912
119980	119989
135541	135535
704678	704605
234373	234433
369611	369615
6029	6028
680939	680940
666789	666847
355992	364945
61183	61184
876826	870301
406551	406538
474155	474152
885767	885761
1037984	1037985
347131	347123
558949	558261
547655	547657
849425	849417
832563	832565
801908	801909
456274	456277
803356	803348
972563	972564
570862	570861
648892	648890
791104	791106
916334	916048
249799	249572
269029	269030
197753	206487
675214	675192
251738	251737
296082	295888
420275	420263
836913	836867
590857	604370
39302	39303
522012	522014
681203	680837
360977	360978
259504	259473
68847	68848
640731	640732
245866	244475
98354	95554
484991	484992
130630	130633
581831	581832
493804	493805
555586	550393
589158	589159
841011	841005
409243	409159
31526	31507
436282	441509
707789	707783
1087061	1059698
1058445	1058412
539311	539128
117608	117613
264102	263640
202688	202685
453969	453901
845931	845930
324447	324451
271813	271812
100939	100940
693415	693414
389847	389846
163430	163822
522178	527448
577629	577630
431732	431750
880121	880170
245999	246155
738748	738591
886687	886678
761496	761502
297794	302219
1022734	1022787
317830	317490
1077115	1077041
878350	878358
622656	622641
497788	497680
1027595	1027594
1044495	1043290
664052	664051
485122	485120
998624	998863
799341	799331
905498	905497
972915	972941
240005	240004
1060825	1060836
559054	559046
546090	546241
747340	747338
418505	418511
753543	753545
256221	256166
58181	58199
918404	918403
214633	216352
25401	25407
1033374	1033375
444821	444802
206455	206453
747831	747829
986532	986533
57620	57616
235638	235637
842468	842464
577874	577254
596812	596840
650697	650521
690317	690318
50241	51713
876909	870215
632527	634228
87017	86723
745193	745188
382879	382903
451826	451834
671624	677563
143811	143837
788449	783766
223639	223625
606185	614031
488648	487594
17974	34470
284670	284671
334211	334212
720735	714329
463318	463319
146715	156686
536189	536188
1040926	1040925
82847	82914
329394	329399
932474	934487
426696	426694
1004681	1005102
942167	942165
46066	46072
723368	723367
90810	90195
37350	37349
852696	852638
489511	491599
175909	175908
704500	704489
955563	955347
113298	113363
134478	134459
113128	113129
847527	847526
342711	342457
131947	131949
611196	615730
359635	358626
52518	52517
512299	512301
599097	605219
646405	646406
223696	223345
754834	753590
145450	145451
332645	332641
629297	625818
713983	713982
646873	646872
236590	236587
854193	854196
380257	380252
247491	247868
953142	953140
204169	204161
178043	177796
894118	894231
669125	669124
599997	599998
286780	286733
303198	303255
684146	684152
303074	311398
387745	387906
297150	297800
288256	287904
43703	43699
595976	595987
284956	284954
941520	941521
501528	501615
817942	824520
1070170	1070176
612244	612243
358135	365636
242469	242466
793747	793746
1047739	1047738
733902	733962
133072	133071
28630	28632
898727	898728
179041	179059
23238	23230
375208	375207
744081	744078
548673	555596
591373	598557
319111	319110
357629	357633
612988	612991
223373	223365
835344	835338
719565	719574
306535	306536
515824	515825
945075	945078
178794	178804
505695	506500
26092	26097
242407	245622
351728	351738
896051	887564
1029397	1029395
711311	715178
914772	914989
751225	753744
433120	433111
815626	815629
307616	307612
13286	13275
544158	535650
1018270	1020132
914902	914234
623539	623545
723256	723258
28130	28126
179365	179166
194573	194570
560975	561156
414108	406498
112143	112078
225554	225556
684565	684376
303918	303917
1069113	1068916
826408	817156
509270	509247
313810	313826
92251	92253
755818	772191
501385	501387
568424	568439
387171	387188
699492	699502
553329	553314
225282	225303
518674	518654
703432	703431
554795	554796
130805	130759
494425	499588
640580	640581
76035	76034
727826	727827
683888	683889
36078	36077
70083	63753
784250	784248
528858	528880
435984	435985
650193	650216
737242	737750
77089	58368
275149	275146
845976	845978
1046938	1046937
840076	840024
319028	319035
321614	321612
704078	704080
244011	244167
181208	180929
394485	389563
607080	607033
874988	874989
628248	627892
1085887	1065084
27954	27956
650549	650566
665394	665402
550502	546192
878658	878662
78184	78539
359402	359403
980702	980703
1022080	1022081
758147	758160
29364	34672
516995	516340
264668	264671
256553	256551
996594	997799
580081	580083
510076	509862
593394	593396
622310	622308
97739	97744
700487	700825
1070228	1070157
943802	943805
795558	795590
958456	958459
186040	186034
964512	964515
425172	425174
605473	605476
355886	355884
97139	97145
859917	859895
918512	918513
832007	832008
641764	641766
747792	749052
72135	71933
759706	759703
874782	874979
776071	776064
486010	486012
1052032	1052030
346299	346214
61210	61211
778667	754423
528896	529490
600881	600873
955109	955136
767331	767330
795578	795579
1020809	1021044
1058284	1056690
857479	857484
200209	200207
671304	671305
1037829	1037830
50353	50352
643044	643036
114208	114227
256104	258071
905818	905948
702676	702940
272845	272916
134482	134481
149199	149202
604994	604995
182602	182182
701315	701434
561516	561581
64656	64410
455528	455527
394805	394806
619519	619512
558339	558338
312346	321830
826305	819294
251127	251133
631635	631636
512613	512617
189622	189620
997595	994107
456156	456174
827772	827766
982373	982457
366950	366952
473407	473404
243016	253957
734963	750142
388714	388715
1005853	1005148
916647	916652
14184	34757
651996	642168
498780	498622
222347	222350
106531	106535
1044152	1044153
1009562	1009571
496068	496106
418663	418661
183240	183246
93217	93216
493331	493330
477383	477384
466337	467240
299562	299563
786141	786137
725164	725308
397482	412793
665075	665071
711984	712216
67316	67226
961195	959891
997057	997071
133771	133760
389915	389913
995175	995272
189867	213327
204014	203992
726668	726609
83999	90833
354733	350149
118061	118062
460376	460375
964828	964718
24520	24519
532322	531848
1016038	1016037
807943	807957
339838	339841
890808	890798
658465	652419
935801	935802
832546	832488
326641	326657
993416	993316
146935	147014
854179	854177
360985	360617
477235	477232
561934	562610
992282	992281
1037482	1051446
16277	35875
900058	900060
763723	763735
597115	597132
144190	143871
57174	57175
466270	480054
134278	134279
926551	924743
773648	772325
717991	717723
146109	145761
657937	657964
777794	753785
818818	818817
850703	850730
308478	308479
62355	62354
441139	440999
226044	234338
975181	975305
130572	129395
78839	80279
164098	164097
348815	348681
523890	523889
949383	949385
1020585	1020584
146875	146817
413934	413936
721766	721765
37505	37522
832252	832253
1047413	1049311
1036952	1036953
832379	832380
53350	53348
492183	492190
33797	33800
324188	324187
980376	980367
875779	875777
1070061	1070060
133399	133407
922771	922454
583693	583666
325305	325023
36987	36986
646506	646504
1061354	1061364
51178	51179
9913	10964
256628	256837
516422	516423
1021397	1021398
57661	57662
910900	910939
534688	534683
837250	837249
577106	577105
704316	704615
311984	312050
525630	526289
318184	318267
472242	474440
429772	429773
1012778	1004504
1058730	1058578
671209	671208
1057969	1057970
841617	841620
198681	198702
956531	954430
93303	93317
1031051	1031050
316851	317211
117386	117371
1069780	1067342
565694	565693
664293	663923
31549	31565
243983	244230
733010	733009
639267	638476
225877	226097
764176	764175
648134	647062
1074272	1074211
77497	77498
225249	225250
540884	540880
638300	638395
573615	580022
1008446	1008445
634148	651981
679049	679050
875917	876086
937384	937383
34418	19663
642768	642767
256271	258223
534914	544058
777628	777770
699921	699932
61644	61643
1067310	1067313
26170	26187
793354	793355
935454	935451
157197	157200
1084318	1085491
849656	849658
931630	931230
881269	881271
544769	544771
208950	208951
329584	329583
910210	910214
946842	946827
610962	610960
565061	565280
860974	860870
341715	341288
60108	60015
38197	38191
844038	844037
654464	654465
1070068	1070066
850832	850831
719583	719585
439125	439126
291209	290637
78087	78104
1039680	1039679
470224	470435
158312	158310
157880	157864
486609	486622
585665	585664
1003265	1003250
516092	516091
834151	834152
121308	122138
703701	703987
902804	902809
994104	994103
900183	900184
181145	181146
175632	184040
636369	636402
1072921	1072922
645147	645146
343566	340167
850685	850684
137932	137937
475484	475398
419633	419607
232036	232032
306183	306267
673065	673066
655103	655087
962994	963634
119813	119810
95461	95462
539855	539866
142734	151945
195124	195127
71473	71479
130079	128866
741847	741846
818833	819161
744838	744840
621413	621414
45988	55344
228776	228856
433506	433509
767604	767603
807337	807232
611452	611451
89579	89783
320636	320635
1062838	1062839
143894	128851
503841	503843
299134	299142
887078	887105
182134	185900
446453	446433
964048	964049
563417	563392
144114	144117
585329	584247
63143	63003
371165	371592
1072325	1072330
253262	253249
432829	432828
721735	721197
449734	455997
76262	61525
359212	359213
202162	202161
911219	911654
853001	852958
1040041	1040043
694447	692889
454159	454161
998483	998485
622125	622382
679662	679667
524100	523955
949754	949753
44391	44392
720340	720339
769026	768989
422357	422321
96820	96861
744438	744437
649872	649889
963791	963776
740116	740117
431433	422424
113890	113891
202495	202496
496398	496410
1009137	1009337
71383	74194
120424	120404
392327	392342
1012664	1007039
312725	312715
674570	670253
179955	180354
714401	714402
1017756	1017755
44810	44809
305067	305068
397542	397257
807589	807442
1063266	1088257
767865	767297
846965	846964
509690	509692
559121	559995
633633	633629
571683	571685
956549	956550
967388	965699
393546	393547
853693	853679
998801	998684
169581	170295
294449	294451
1073522	1073538
396689	396681
147462	147452
36785	36786
346611	346613
47613	54063
511210	510899
538792	538793
327903	327907
144966	144433
537850	537849
422818	422814
907593	907579
688473	688471
413134	413133
123810	123809
509405	509393
54571	54573
475437	475511
1035994	1035990
352263	352262
637685	637828
845199	845197
310201	310203
680300	680194
601175	601174
167572	167567
962531	962528
922718	922717
514464	526528
144867	144832
455440	455423
1037239	1037238
770752	770767
209544	209541
97779	97775
287694	287687
341644	341570
675228	675230
465460	464924
85444	85445
797435	798064
1067393	1067293
850763	850762
909480	909481
753559	753595
829670	835095
488454	488557
95889	95975
697206	692515
836640	836648
726613	726556
1021629	1021636
830285	830289
1089428	1089427
137978	137977
406364	406339
202882	202831
486951	486934
77030	77029
679003	678991
177504	177149
696364	681962
90875	90876
992594	992595
603320	603321
452831	447718
287103	287102
497338	497382
371125	371137
288863	288864
370344	370339
838386	838387
505202	504910
916132	916129
194	361
392210	392219
410255	410360
719310	719312
871280	871321
446512	446415
1055330	1057798
316106	316105
1081150	1081153
307595	307592
473022	472334
459012	459013
498996	495092
653133	678144
905496	905495
1012264	1012263
856467	860211
859958	859902
708582	709104
307194	307193
957782	958002
932995	933245
598677	598627
418233	418231
326074	343390
771445	771342
742716	742715
201101	201100
1000311	999185
599023	598995
516484	526996
505334	505167
96615	96613
670479	670436
464535	464684
116788	117232
360233	360232
730313	730311
939957	940115
144662	144493
972053	978059
954481	955352
748426	735369
252384	252383
625005	624873
913503	913502
291251	291254
818605	818604
650702	650701
997449	997511
698069	698094
481758	481756
671349	671348
436679	436676
1047463	1047419
1062788	1088690
760972	760973
404618	405326
332958	332955
667230	667223
545798	545799
872782	872780
690433	690436
437916	436998
1001934	1001910
597131	597123
472106	474496
264594	264794
515818	521420
830839	830812
758684	758699
135057	135139
78438	78779
659464	659461
484586	480969
814057	814074
775606	775568
568052	568053
716919	716344
1085231	1082435
78770	78771
513525	513427
737611	736920
887215	887236
959156	959099
240715	240708
846152	846154
1050030	1050028
424200	424201
465231	466069
890732	890733
808334	808335
1047735	1047742
572110	572096
165916	165917
666497	666498
925887	925888
571356	571349
627350	629520
277459	277482
387643	387672
795635	795634
1034025	1034050
1035488	1035480
246364	246362
162404	162399
911734	911735
737293	747085
996282	996283
549397	549398
812143	811779
416729	416731
147804	147810
217842	217856
444582	451249
1032290	1032297
356643	355917
123143	123139
963445	963444
998146	998079
852027	852026
530289	530293
83712	83713
615801	615800
240017	240015
948392	948169
296506	296505
337118	337069
685459	685454
1033627	1033596
375668	376301
183485	183484
670056	670037
442854	442855
428287	428288
593597	593586
592824	592800
1056983	1056933
1018048	1018047
935011	935015
785385	785384
1055162	1055193
473147	473153
413362	399741
836151	836142
166866	167025
504832	504839
635787	634376
955281	953950
1016134	1015304
349446	349665
494787	499171
127423	127421
312778	312674
872745	872750
607947	609305
1070512	1070523
33261	33262
756	757
444082	443642
115630	123749
761694	763579
260652	260656
48437	48436
358451	358452
362573	362565
111650	111648
1057404	1057402
746558	746563
294792	294781
436814	435388
69749	69750
468058	467495
925271	925108
383728	383884
255956	255775
377686	377682
323095	323096
30191	30189
934793	934794
958148	957798
295385	295417
261972	261971
843795	840641
60577	60578
965092	965094
1090459	1090458
654512	654508
577945	577944
261266	261268
789707	788701
550661	550674
179943	176114
465337	465343
912376	912522
193278	193279
965133	965134
695318	681265
404712	405096
908908	908910
493101	493106
817766	817851
882723	882724
575089	575566
548580	548522
440954	440946
799204	798869
715429	715430
228961	228760
289079	290306
32836	32834
79356	79386
361382	361375
1015741	1015739
384439	384438
23642	13074
508619	508616
863663	862981
352672	352673
876766	876767
744491	744490
750951	751006
650292	649954
64030	64211
587147	587140
166919	166920
561463	561471
247891	247740
1060088	1084796
1062128	1062349
912898	912892
1004437	1004555
1003944	1003943
279418	279419
66773	66774
187550	186098
126267	153794
442933	442618
358980	358187
708457	710007
657940	676848
911239	911238
731881	731602
830257	830199
347016	347017
63375	63371
282490	282492
288423	288418
585187	585198
182768	182770
281256	281258
59353	62810
720590	720584
751756	751802
985548	985544
103227	103232
935852	929578
28550	28521
817619	825215
531636	532457
3300	2737
140952	140953
589901	589900
612850	614399
175510	175512
1069832	1069833
317806	317805
971478	971760
1011914	1002852
846004	846002
27296	27297
126114	126112
644676	644677
658593	658592
1083927	1083932
890748	891874
259530	258821
597160	580975
528177	528515
854361	854362
392460	396343
66798	76265
1055817	1056645
290145	290802
90514	90513
926500	926502
49894	49927
1012961	1012960
186396	186395
158001	162191
494395	494577
78588	78591
1012264	1012266
261951	261950
630951	634387
175446	175592
671867	671866
824021	824022
